dataset,model,test_acc,run,train_loss,train_acc,val_loss,val_acc,test_loss,size_MB,num_dimensions,num_classes,sequence_length,train_samples,test_samples,validation_samples,n_train_epochs,training_time_seconds
FaceDetection,linear_additive_sinusoidal,0.4903,1,,,,,0.703,0.264,144,2,62,4712,3524,1178,1,44.22
FaceDetection,linear_additive_isolated_sinusoidal,0.4957,1,,,,,0.6991,0.264,144,2,62,4712,3524,1178,1,44.4
FaceDetection,1d_conv_additive_sinusoidal,0.5275,1,,,,,,0.3352,144,2,62,4712,3524,1178,1,45.29
FaceDetection,linear_component_wise_sinusoidal,0.6584,1,0.4334,0.7982,0.5258,0.7734,0.7019,0.2671,144,2,62,4712,3524,1178,19,67.67
FaceDetection,1d_conv_component_wise_sinusoidal,0.5579,1,,,,,0.6881,0.3363,144,2,62,4712,3524,1178,1,45.89
FaceDetection,linear_circular_conv_sinusoidal,0.6655,1,0.3255,0.8555,0.5787,0.7674,0.8482,0.2654,144,2,62,4712,3524,1178,19,68.18
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6666,1,0.3309,0.8589,0.5369,0.7733,0.7845,0.3366,144,2,62,4712,3524,1178,17,65.07
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.6771,1,0.3549,0.8461,0.5582,0.7725,0.7731,0.3366,144,2,62,4712,3524,1178,16,64.97
FaceDetection,linear_additive_sinusoidal,0.5082,2,,,,,0.6993,0.264,144,2,62,4712,3524,1178,1,44.82
FaceDetection,linear_additive_isolated_sinusoidal,0.4995,2,,,,,0.7004,0.264,144,2,62,4712,3524,1178,1,45.52
FaceDetection,1d_conv_additive_sinusoidal,0.5168,2,,,,,0.6936,0.3352,144,2,62,4712,3524,1178,1,44.8
FaceDetection,linear_component_wise_sinusoidal,0.5201,2,,,,,0.6953,0.2652,144,2,62,4712,3524,1178,1,45.79
FaceDetection,1d_conv_component_wise_sinusoidal,0.4963,2,,,,,0.6997,0.3363,144,2,62,4712,3524,1178,1,46.32
FaceDetection,linear_circular_conv_sinusoidal,0.6685,2,0.3007,0.8748,0.5958,0.7657,0.8697,0.2654,144,2,62,4712,3524,1178,19,68.42
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6657,2,0.4357,0.8005,0.5331,0.7597,0.6834,0.3383,144,2,62,4712,3524,1178,17,67.23
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.6597,2,0.2824,0.8811,0.6003,0.7716,0.9196,0.3366,144,2,62,4712,3524,1178,17,65.79
FaceDetection,linear_additive_sinusoidal,0.4853,3,,,,,0.6999,0.264,144,2,62,4712,3524,1178,1,45.43
FaceDetection,linear_additive_isolated_sinusoidal,0.4997,3,,,,,0.7015,0.264,144,2,62,4712,3524,1178,1,45.23
FaceDetection,1d_conv_additive_sinusoidal,0.5292,3,,0.5732,0.6825,0.5628,,0.3354,144,2,62,4712,3524,1178,21,69.52
FaceDetection,linear_component_wise_sinusoidal,0.4983,3,,,,,0.6962,0.2652,144,2,62,4712,3524,1178,1,46.4
FaceDetection,1d_conv_component_wise_sinusoidal,0.6771,3,0.3284,0.8587,0.5739,0.7708,0.7998,0.3366,144,2,62,4712,3524,1178,18,66.82
FaceDetection,linear_circular_conv_sinusoidal,0.6669,3,0.4285,0.806,0.5197,0.7665,0.6855,0.2654,144,2,62,4712,3524,1178,23,72.31
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6705,3,0.3912,0.8323,0.5269,0.7742,0.7222,0.3366,144,2,62,4712,3524,1178,21,70.68
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.5031,3,,,,,0.6974,0.3364,144,2,62,4712,3524,1178,1,45.2
FaceDetection,linear_additive_sinusoidal,0.5193,4,,,,,0.6913,0.264,144,2,62,4712,3524,1178,1,45.3
FaceDetection,linear_additive_isolated_sinusoidal,0.4969,4,,,,,0.6979,0.264,144,2,62,4712,3524,1178,1,45.9
FaceDetection,1d_conv_additive_sinusoidal,0.5116,4,,,,,,0.3352,144,2,62,4712,3524,1178,1,45.54
FaceDetection,linear_component_wise_sinusoidal,0.6731,4,0.3332,0.8542,0.5852,0.7682,0.8071,0.2654,144,2,62,4712,3524,1178,17,66.01
FaceDetection,1d_conv_component_wise_sinusoidal,0.6737,4,0.278,0.8844,0.6195,0.7759,0.8796,0.3366,144,2,62,4712,3524,1178,16,65.1
FaceDetection,linear_circular_conv_sinusoidal,0.6688,4,0.4166,0.8152,0.5226,0.7665,0.7104,0.2654,144,2,62,4712,3524,1178,24,75.05
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6674,4,0.4431,0.795,0.5191,0.7759,0.6938,0.3366,144,2,62,4712,3524,1178,20,69.94
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.6754,4,0.3084,0.8714,0.5601,0.7734,0.8172,0.3366,144,2,62,4712,3524,1178,16,65.16
FaceDetection,linear_additive_sinusoidal,0.5068,5,,,,,0.6926,0.264,144,2,62,4712,3524,1178,1,44.83
FaceDetection,linear_additive_isolated_sinusoidal,0.5006,5,,,,,0.7027,0.264,144,2,62,4712,3524,1178,1,45.34
FaceDetection,1d_conv_additive_sinusoidal,0.5199,5,,,,,,0.3352,144,2,62,4712,3524,1178,1,45.81
FaceDetection,linear_component_wise_sinusoidal,0.6649,5,0.3292,0.8642,0.5782,0.7708,0.8223,0.2654,144,2,62,4712,3524,1178,17,65.72
FaceDetection,1d_conv_component_wise_sinusoidal,0.5144,5,,,,,0.692,0.3363,144,2,62,4712,3524,1178,1,45.68
FaceDetection,linear_circular_conv_sinusoidal,0.6688,5,0.3638,0.8455,0.5386,0.7691,0.745,0.2654,144,2,62,4712,3524,1178,16,65.17
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6796,5,0.4363,0.7992,0.5174,0.7742,0.6731,0.3383,144,2,62,4712,3524,1178,17,66.14
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.5037,5,,,,,0.6946,0.3364,144,2,62,4712,3524,1178,1,46.14
FaceDetection,linear_additive_sinusoidal,0.5267,6,,,,,0.6915,0.264,144,2,62,4712,3524,1178,1,45.38
FaceDetection,linear_additive_isolated_sinusoidal,0.4969,6,,,,,0.6976,0.264,144,2,62,4712,3524,1178,1,45.31
FaceDetection,1d_conv_additive_sinusoidal,0.527,6,,,,,,0.3352,144,2,62,4712,3524,1178,1,45.45
FaceDetection,linear_component_wise_sinusoidal,0.6606,6,0.2506,0.9,0.671,0.77,1.0123,0.2654,144,2,62,4712,3524,1178,17,65.49
FaceDetection,1d_conv_component_wise_sinusoidal,0.6646,6,0.2739,0.8839,0.6459,0.7631,0.9407,0.3366,144,2,62,4712,3524,1178,16,65.33
FaceDetection,linear_circular_conv_sinusoidal,0.6668,6,0.3958,0.8234,0.5166,0.7793,0.7144,0.2654,144,2,62,4712,3524,1178,23,73.75
FaceDetection,1d_conv_circular_conv_sinusoidal,0.5017,6,,,,,0.697,0.3363,144,2,62,4712,3524,1178,1,46.51
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.6711,6,0.3013,0.8744,0.573,0.7734,0.8416,0.3366,144,2,62,4712,3524,1178,17,66.82
FaceDetection,linear_additive_sinusoidal,0.5051,7,,,,,0.6967,0.264,144,2,62,4712,3524,1178,1,44.86
FaceDetection,linear_additive_isolated_sinusoidal,0.5071,7,,,,,0.697,0.264,144,2,62,4712,3524,1178,1,45.51
FaceDetection,1d_conv_additive_sinusoidal,0.4969,7,,,,,,0.3352,144,2,62,4712,3524,1178,1,45.46
FaceDetection,linear_component_wise_sinusoidal,0.4943,7,,,,,0.6978,0.2652,144,2,62,4712,3524,1178,1,46.63
FaceDetection,1d_conv_component_wise_sinusoidal,0.6745,7,0.2968,0.8777,0.5829,0.7725,0.822,0.3366,144,2,62,4712,3524,1178,15,63.8
FaceDetection,linear_circular_conv_sinusoidal,0.6666,7,0.412,0.8219,0.5259,0.7674,0.7224,0.2654,144,2,62,4712,3524,1178,24,75.09
FaceDetection,1d_conv_circular_conv_sinusoidal,0.502,7,,,,,0.6959,0.3363,144,2,62,4712,3524,1178,1,46.47
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.479,7,,,,,0.7038,0.3364,144,2,62,4712,3524,1178,1,46.25
FaceDetection,linear_additive_sinusoidal,0.5216,8,,,,,0.6914,0.264,144,2,62,4712,3524,1178,1,45.5
FaceDetection,linear_additive_isolated_sinusoidal,0.5037,8,,,,,0.6963,0.264,144,2,62,4712,3524,1178,1,45.57
FaceDetection,1d_conv_additive_sinusoidal,0.4847,8,,,,,0.6975,0.3352,144,2,62,4712,3524,1178,1,46.27
FaceDetection,linear_component_wise_sinusoidal,0.664,8,0.3164,0.8691,0.579,0.7674,0.8593,0.2654,144,2,62,4712,3524,1178,18,67.09
FaceDetection,1d_conv_component_wise_sinusoidal,0.6705,8,0.3661,0.8415,0.553,0.7708,0.7649,0.3383,144,2,62,4712,3524,1178,16,64.26
FaceDetection,linear_circular_conv_sinusoidal,0.6671,8,0.3489,0.8495,0.5563,0.7589,0.7832,0.2654,144,2,62,4712,3524,1178,22,72.3
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6793,8,0.3702,0.8419,0.525,0.7742,0.7236,0.3366,144,2,62,4712,3524,1178,17,66.4
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.6691,8,0.3029,0.8765,0.5857,0.7699,0.8493,0.3366,144,2,62,4712,3524,1178,16,65.54
FaceDetection,linear_additive_sinusoidal,0.4983,9,,,,,0.701,0.264,144,2,62,4712,3524,1178,1,45.36
FaceDetection,linear_additive_isolated_sinusoidal,0.5145,9,,,,,0.6927,0.264,144,2,62,4712,3524,1178,1,45.36
FaceDetection,1d_conv_additive_sinusoidal,0.5051,9,,,,,0.6951,0.3352,144,2,62,4712,3524,1178,1,44.35
FaceDetection,linear_component_wise_sinusoidal,0.4886,9,,,,,0.6986,0.2652,144,2,62,4712,3524,1178,1,46.56
FaceDetection,1d_conv_component_wise_sinusoidal,0.5074,9,,,,,0.6941,0.3363,144,2,62,4712,3524,1178,1,46.41
FaceDetection,linear_circular_conv_sinusoidal,0.6569,9,0.4453,0.7937,0.5293,0.7666,0.7012,0.2671,144,2,62,4712,3524,1178,16,64.89
FaceDetection,1d_conv_circular_conv_sinusoidal,0.5318,9,,,,,0.6903,0.3363,144,2,62,4712,3524,1178,1,46.9
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.6737,9,0.2726,0.8858,0.6208,0.7691,0.9085,0.3366,144,2,62,4712,3524,1178,16,65.27
FaceDetection,linear_additive_sinusoidal,0.5139,10,,,,,0.6926,0.264,144,2,62,4712,3524,1178,1,45.3
FaceDetection,linear_additive_isolated_sinusoidal,0.4969,10,,,,,0.6949,0.264,144,2,62,4712,3524,1178,1,45.69
FaceDetection,1d_conv_additive_sinusoidal,0.506,10,,,,,,0.3352,144,2,62,4712,3524,1178,1,45.43
FaceDetection,linear_component_wise_sinusoidal,0.5059,10,,,,,0.7011,0.2652,144,2,62,4712,3524,1178,1,45.7
FaceDetection,1d_conv_component_wise_sinusoidal,0.485,10,,,,,0.697,0.3363,144,2,62,4712,3524,1178,1,46.52
FaceDetection,linear_circular_conv_sinusoidal,0.5361,10,,,,,0.6903,0.2652,144,2,62,4712,3524,1178,1,45.8
FaceDetection,1d_conv_circular_conv_sinusoidal,0.6706,10,0.3699,0.8376,0.53,0.7776,0.7527,0.3366,144,2,62,4712,3524,1178,17,66.46
FaceDetection,1d_conv_circular_conv_isolated_sinusoidal,0.4937,10,,,,,0.6973,0.3364,144,2,62,4712,3524,1178,1,46.57
InsectWingbeat,linear_additive_sinusoidal,0.1011,1,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.68
InsectWingbeat,linear_additive_isolated_sinusoidal,0.0983,1,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.45
InsectWingbeat,1d_conv_additive_sinusoidal,0.1069,1,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.65
InsectWingbeat,linear_component_wise_sinusoidal,0.6188,1,0.7504,0.7018,1.0066,0.6364,1.0403,0.2543,200,10,22,20000,25000,5000,41,178.47
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.1012,1,,,,,2.3568,0.3525,200,10,22,20000,25000,5000,1,39.1
InsectWingbeat,linear_circular_conv_sinusoidal,0.6025,1,0.9035,0.6492,1.0399,0.6082,1.0531,0.2543,200,10,22,20000,25000,5000,81,315.9
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5815,1,0.8399,0.6648,1.1096,0.589,1.1048,0.3528,200,10,22,20000,25000,5000,45,194.54
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5595,1,0.7669,0.6924,1.2063,0.5736,1.2199,0.3528,200,10,22,20000,25000,5000,36,162.86
InsectWingbeat,linear_additive_sinusoidal,0.1059,2,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.48
InsectWingbeat,linear_additive_isolated_sinusoidal,0.1087,2,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.6
InsectWingbeat,1d_conv_additive_sinusoidal,0.0951,2,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.64
InsectWingbeat,linear_component_wise_sinusoidal,0.6208,2,0.6487,0.7442,1.0287,0.6294,1.0742,0.2543,200,10,22,20000,25000,5000,36,163.17
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.5904,2,0.6046,0.7632,1.1946,0.6078,1.2235,0.3528,200,10,22,20000,25000,5000,19,101.84
InsectWingbeat,linear_circular_conv_sinusoidal,0.5763,2,1.0335,0.5992,1.1126,0.585,1.1129,0.2543,200,10,22,20000,25000,5000,47,198.35
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5766,2,0.8495,0.6619,1.1741,0.5766,1.1502,0.3528,200,10,22,20000,25000,5000,45,191.78
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5645,2,0.6996,0.726,1.2632,0.5716,1.2686,0.3528,200,10,22,20000,25000,5000,39,175.02
InsectWingbeat,linear_additive_sinusoidal,0.0938,3,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.93
InsectWingbeat,linear_additive_isolated_sinusoidal,0.09,3,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.87
InsectWingbeat,1d_conv_additive_sinusoidal,0.1078,3,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.5
InsectWingbeat,linear_component_wise_sinusoidal,0.6232,3,0.7217,0.7178,1.038,0.6252,1.031,0.2543,200,10,22,20000,25000,5000,29,136.99
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.5904,3,0.6073,0.7559,1.1817,0.6014,1.2174,0.3528,200,10,22,20000,25000,5000,18,99.33
InsectWingbeat,linear_circular_conv_sinusoidal,0.6166,3,0.8708,0.6613,1.0328,0.6224,1.0394,0.2543,200,10,22,20000,25000,5000,98,371.26
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5852,3,0.7824,0.6901,1.1104,0.593,1.108,0.3528,200,10,22,20000,25000,5000,45,193.51
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5662,3,0.7532,0.6981,1.2297,0.5672,1.2162,0.3528,200,10,22,20000,25000,5000,33,149.99
InsectWingbeat,linear_additive_sinusoidal,0.0778,4,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.76
InsectWingbeat,linear_additive_isolated_sinusoidal,0.0908,4,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.43
InsectWingbeat,1d_conv_additive_sinusoidal,0.1061,4,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.53
InsectWingbeat,linear_component_wise_sinusoidal,0.615,4,0.7794,0.6919,0.9966,0.6334,1.0351,0.2543,200,10,22,20000,25000,5000,27,129.75
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.5925,4,0.597,0.766,1.1811,0.6086,1.2275,0.3528,200,10,22,20000,25000,5000,18,99.71
InsectWingbeat,linear_circular_conv_sinusoidal,0.6048,4,0.9366,0.6403,1.0294,0.6078,1.0536,0.2543,200,10,22,20000,25000,5000,65,257.54
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5792,4,0.8221,0.6798,1.1265,0.5914,1.1361,0.3528,200,10,22,20000,25000,5000,47,201.56
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5588,4,0.8261,0.6751,1.2128,0.5754,1.2137,0.3528,200,10,22,20000,25000,5000,39,174.99
InsectWingbeat,linear_additive_sinusoidal,0.1014,5,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.25
InsectWingbeat,linear_additive_isolated_sinusoidal,0.0886,5,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.12
InsectWingbeat,1d_conv_additive_sinusoidal,0.1039,5,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.66
InsectWingbeat,linear_component_wise_sinusoidal,0.6114,5,0.76,0.7032,1.0199,0.6228,1.0429,0.2543,200,10,22,20000,25000,5000,28,132.16
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.0967,5,,,,,2.3652,0.3525,200,10,22,20000,25000,5000,1,38.97
InsectWingbeat,linear_circular_conv_sinusoidal,0.5924,5,0.9795,0.6272,1.0714,0.6044,1.0797,0.2543,200,10,22,20000,25000,5000,68,271.05
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5931,5,0.747,0.7042,1.134,0.5992,1.1277,0.3528,200,10,22,20000,25000,5000,47,198.22
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.557,5,0.788,0.6868,1.2144,0.5714,1.2446,0.3528,200,10,22,20000,25000,5000,30,140.82
InsectWingbeat,linear_additive_sinusoidal,0.0918,6,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.57
InsectWingbeat,linear_additive_isolated_sinusoidal,0.101,6,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.9
InsectWingbeat,1d_conv_additive_sinusoidal,0.0999,6,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.4
InsectWingbeat,linear_component_wise_sinusoidal,0.0997,6,,,,,2.3525,0.2541,200,10,22,20000,25000,5000,1,36.52
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.099,6,,,,,2.3812,0.3525,200,10,22,20000,25000,5000,1,37.34
InsectWingbeat,linear_circular_conv_sinusoidal,0.6086,6,0.9013,0.6513,1.0329,0.6232,1.0438,0.2543,200,10,22,20000,25000,5000,87,332.46
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5773,6,0.8357,0.6663,1.1172,0.591,1.1331,0.3528,200,10,22,20000,25000,5000,42,185.54
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5679,6,0.734,0.7093,1.1972,0.573,1.2226,0.3528,200,10,22,20000,25000,5000,35,159.2
InsectWingbeat,linear_additive_sinusoidal,0.0966,7,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.95
InsectWingbeat,linear_additive_isolated_sinusoidal,0.0965,7,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.66
InsectWingbeat,1d_conv_additive_sinusoidal,0.0979,7,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.05
InsectWingbeat,linear_component_wise_sinusoidal,0.1,7,,,,,2.3773,0.2541,200,10,22,20000,25000,5000,1,37.0
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.5998,7,0.5912,0.7653,1.1539,0.6004,1.1662,0.3528,200,10,22,20000,25000,5000,20,106.0
InsectWingbeat,linear_circular_conv_sinusoidal,0.6078,7,0.8757,0.662,1.0127,0.6238,1.0457,0.2543,200,10,22,20000,25000,5000,84,325.92
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.1001,7,,,,,2.4198,0.3525,200,10,22,20000,25000,5000,1,38.96
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.568,7,0.7354,0.7101,1.2562,0.5676,1.2256,0.3528,200,10,22,20000,25000,5000,38,169.74
InsectWingbeat,linear_additive_sinusoidal,0.1122,8,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.03
InsectWingbeat,linear_additive_isolated_sinusoidal,0.1049,8,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.46
InsectWingbeat,1d_conv_additive_sinusoidal,0.1013,8,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.27
InsectWingbeat,linear_component_wise_sinusoidal,0.6225,8,0.7308,0.7126,1.021,0.6318,1.0487,0.2543,200,10,22,20000,25000,5000,26,126.14
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.1,8,,,,,2.3604,0.3525,200,10,22,20000,25000,5000,1,37.96
InsectWingbeat,linear_circular_conv_sinusoidal,0.6119,8,0.9016,0.6497,1.0272,0.6198,1.0433,0.2543,200,10,22,20000,25000,5000,89,344.32
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.0942,8,,,,,2.3874,0.3525,200,10,22,20000,25000,5000,1,38.54
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5625,8,0.6941,0.7209,1.2494,0.5704,1.2643,0.3528,200,10,22,20000,25000,5000,40,177.53
InsectWingbeat,linear_additive_sinusoidal,0.089,9,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.34
InsectWingbeat,linear_additive_isolated_sinusoidal,0.0957,9,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.07
InsectWingbeat,1d_conv_additive_sinusoidal,0.1042,9,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.41
InsectWingbeat,linear_component_wise_sinusoidal,0.6182,9,0.7439,0.7075,1.0273,0.631,1.0475,0.2543,200,10,22,20000,25000,5000,35,159.62
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.1003,9,,,,,2.3317,0.3525,200,10,22,20000,25000,5000,1,38.8
InsectWingbeat,linear_circular_conv_sinusoidal,0.1003,9,,,,,2.3321,0.2541,200,10,22,20000,25000,5000,1,38.13
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.1003,9,,,,,2.3254,0.3525,200,10,22,20000,25000,5000,1,38.21
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5616,9,0.7654,0.7008,1.2138,0.5752,1.24,0.3528,200,10,22,20000,25000,5000,38,169.27
InsectWingbeat,linear_additive_sinusoidal,0.1118,10,,,,,,0.2529,200,10,22,20000,25000,5000,1,35.65
InsectWingbeat,linear_additive_isolated_sinusoidal,0.0824,10,,,,,,0.2529,200,10,22,20000,25000,5000,1,36.45
InsectWingbeat,1d_conv_additive_sinusoidal,0.0963,10,,,,,,0.3514,200,10,22,20000,25000,5000,1,37.83
InsectWingbeat,linear_component_wise_sinusoidal,0.6208,10,0.6696,0.7369,1.0466,0.6284,1.0671,0.2543,200,10,22,20000,25000,5000,34,156.21
InsectWingbeat,1d_conv_component_wise_sinusoidal,0.5968,10,0.576,0.7743,1.2303,0.5936,1.2146,0.3528,200,10,22,20000,25000,5000,20,106.57
InsectWingbeat,linear_circular_conv_sinusoidal,0.6122,10,0.9125,0.6514,1.0192,0.6198,1.0305,0.2543,200,10,22,20000,25000,5000,82,321.42
InsectWingbeat,1d_conv_circular_conv_sinusoidal,0.5886,10,0.8048,0.6831,1.1135,0.5976,1.1215,0.3528,200,10,22,20000,25000,5000,53,222.79
InsectWingbeat,1d_conv_circular_conv_isolated_sinusoidal,0.5632,10,0.7684,0.6947,1.2317,0.5738,1.2363,0.3528,200,10,22,20000,25000,5000,34,158.06
PenDigits,linear_additive_sinusoidal,0.9531,1,0.1931,0.9406,0.1217,0.972,0.1798,0.1846,2,10,8,5995,3498,1499,55,71.72
PenDigits,linear_additive_isolated_sinusoidal,0.9577,1,0.131,0.9578,0.0823,0.9827,0.1325,0.1847,2,10,8,5995,3498,1499,100,106.78
PenDigits,1d_conv_additive_sinusoidal,0.159,1,,,,,2.3377,0.1862,2,10,8,5995,3498,1499,1,27.05
PenDigits,linear_component_wise_sinusoidal,0.9523,1,0.0669,0.978,0.0831,0.98,0.1877,0.1859,2,10,8,5995,3498,1499,100,109.46
PenDigits,1d_conv_component_wise_sinusoidal,0.9845,1,0.0185,0.9952,0.0337,0.994,0.0518,0.1876,2,10,8,5995,3498,1499,69,84.01
PenDigits,linear_circular_conv_sinusoidal,0.9431,1,0.1147,0.962,0.1128,0.97,0.194,0.1859,2,10,8,5995,3498,1499,69,83.91
PenDigits,1d_conv_circular_conv_sinusoidal,0.9794,1,0.0417,0.9905,0.052,0.9914,0.0837,0.1876,2,10,8,5995,3498,1499,51,68.65
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,0.1015,1,,,,,2.3194,0.1874,2,10,8,5995,3498,1499,1,27.09
PenDigits,linear_additive_sinusoidal,0.9565,2,0.1165,0.9638,0.0837,0.9807,0.1627,0.1846,2,10,8,5995,3498,1499,100,106.39
PenDigits,linear_additive_isolated_sinusoidal,0.9597,2,0.1199,0.9635,0.0872,0.98,0.1263,0.1847,2,10,8,5995,3498,1499,100,108.5
PenDigits,1d_conv_additive_sinusoidal,0.9734,2,0.0618,0.9825,0.0549,0.9893,0.0763,0.1865,2,10,8,5995,3498,1499,45,63.67
PenDigits,linear_component_wise_sinusoidal,0.0523,2,,,,,2.3817,0.1856,2,10,8,5995,3498,1499,1,27.54
PenDigits,1d_conv_component_wise_sinusoidal,0.9831,2,0.0254,0.9935,0.0372,0.994,0.0544,0.1876,2,10,8,5995,3498,1499,55,75.4
PenDigits,linear_circular_conv_sinusoidal,0.9354,2,0.101,0.967,0.1114,0.968,0.2217,0.1859,2,10,8,5995,3498,1499,80,94.71
PenDigits,1d_conv_circular_conv_sinusoidal,0.9703,2,0.0428,0.9885,0.0571,0.9913,0.0996,0.1876,2,10,8,5995,3498,1499,49,67.54
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,0.9849,2,0.011,0.9978,0.0484,0.994,0.0645,0.1877,2,10,8,5995,3498,1499,65,80.02
PenDigits,linear_additive_sinusoidal,0.9592,3,0.0964,0.971,0.072,0.9846,0.1489,0.1846,2,10,8,5995,3498,1499,100,106.5
PenDigits,linear_additive_isolated_sinusoidal,0.9583,3,0.1229,0.9605,0.0873,0.976,0.1598,0.1847,2,10,8,5995,3498,1499,100,106.08
PenDigits,1d_conv_additive_sinusoidal,0.1741,3,,,,,2.3113,0.1862,2,10,8,5995,3498,1499,1,27.26
PenDigits,linear_component_wise_sinusoidal,0.9543,3,0.0855,0.971,0.0792,0.9786,0.1722,0.1859,2,10,8,5995,3498,1499,74,90.85
PenDigits,1d_conv_component_wise_sinusoidal,0.9857,3,0.0161,0.9962,0.0429,0.9953,0.0579,0.1876,2,10,8,5995,3498,1499,68,85.09
PenDigits,linear_circular_conv_sinusoidal,0.9468,3,0.0912,0.9688,0.1068,0.9746,0.1959,0.1859,2,10,8,5995,3498,1499,79,91.72
PenDigits,1d_conv_circular_conv_sinusoidal,0.0389,3,,,,,2.4115,0.1874,2,10,8,5995,3498,1499,1,27.88
PenDigits,1d_conv_circular_conv_isolated_sinusoidal,0.9743,3,0.0154,0.9962,0.0486,0.994,0.0995,0.1877,2,10,8,5995,3498,1499,70,86.57
PenDigits,linear_additive_sinusoidal,0.9531,4,0.1484,0.9505,0.1087,0.9726,0.1613,0.1846,2,10,8,5995,3498,1499,100,108.09
PenDigits,linear_additive_isolated_sinusoidal,0.9643,4,0.1361,0.9556,0.0892,0.9807,0.1219,0.1847,2,10,8,5995,3498,1499,100,107.11
PenDigits,1d_conv_additive_sinusoidal,0.1238,4,,,,,2.3214,0.1862,2,10,8,5995,3498,1499,1,27.31
PenDigits,linear_component_wise_sinusoidal,0.9537,4,0.1,0.966,0.0864,0.976,0.1669,0.1859,2,10,8,5995,3498,1499,63,80.88
PenDigits,1d_conv_component_wise_sinusoidal,0.1009,4,,,,,2.3044,0.1874,2,10,8,5995,3498,1499,1,27.33
